"text","likesCount","profileName","commentsCount"
"तिमीहरूकाे मालिकले जे गर्दा पनि हुने हाे?
मान्छे मार्न पनि पाईने,किर्ते नागरिकता पनि बनाउन पाउने 
देशद्रोही काम गर्न पबि पाइने...रूनु पर्दैन भाइ हाे","0","Kamala Ko Kanchho Chhora",
"Rip Kantipur midia Ghut ko kheti garni midia ra dalal ko midia!!!!!???","0","Hockey Raul",
"नेपाली काङ्ग्रेस ले रवि लामिछाने लाई डेढ बर्ष प्रधानमन्त्री को अफर गर्दा अस्वीकार गरेपछि त्यसको भोलिपल्टै देखि नै साम्सदिय छानबिन को माग राखेर साँसद अवरोध गर्नु  उता बाट कान्तिपुर ले लगातार रविकै विरुद्ध फेक न्युज सम्प्रेषण गर्नुले के बुझिन्छ भने काङ्ग्रेस भारतीय दलाल हो भन्ने कुरा त सबैलाई थाहा भएकै कुरा हो तर पनि अझ मजबुत रुपमा उभ्याउन लाई गोठालो को रुपमा कैलाश सिरोइया लाई पठायो र नेपाल को नागरिकता लिन लगायो र  मिडिया को नाममा भाडभैलो मचायो सिर्फ नागरिकता मात्रै नेपाल को काम चाहिँ ईन्डिया को गरिरह्यो एउटा मिडिया को मान्छे समातिदा पुरै पोलिटिक्स नै हल्लिने भनेपछि कति खतरा रहेछ कैलाश भारतीय ।","0","AB Karma",
"पहिला तेरो बाउको नागरिता सहि गरेर आ मुला","0","Yam Prasad Khadka",
"दरबार हत्याकान्ड हुदा नेपाली मेडिया सब बन्द गरेर international press मा झुटो हल्ला फुक्नी।
अहिले हामी प्रेसको अडिगमा किन रहने /कतै यी सबैको मेलो मत्तो त थिएन।Durbar Hatya Kamnda २०५८","0","Gagan Budhathoki",
"Kantipur ko bau lai fasi denu rip chor kantipur","0","Govinda K C Don",
"यदि मिडिया अदालत हो भने हामीलाई किन अदालत चाहियो। तिनीहरूले त्यहाँ आफ्नै निर्णय गर्न सक्छन् र तिनीहरूको विरुद्ध बोल्ने जो कोही दोषी बनाउन सक्छन्।","0","Ishwor Banjara",
"प्रतिशत त कान्तिपुर ले गरिएको छ","1","Pasang Cerpa",
"अब जेल तिरै कुहिने भो तेरो बाउ","0","Kushal Poudel",
"ए कुकुरहरु यो पक्राउ प्रेस सम्बन्धि होईन नागरिकता सम्बन्धि हो बुझेर पनि किन अबुझ हुन्छौ","0","Graby Smith",
"खुलित्तै पारिस 🤣🤣🤣","0","소년혼자",
"जति रोएनी हुने वला केही छैन eKantipur","0","Nrn Jung Kunwar",
"छी मलाई वाक्क लाग्यो ! यिनिहरुलाइ सही कुरा किन भनियन !","0","Keshab Raman",
"न खोकौ होला","0","Kumar Paudel",
"तेरो स्वतन्त्र प्रेस भनेको कैलाश सिरोहियाले ठगिको सिन्डिकेट चलाउनु धमलाले जापान पठाउछु भनेर 8 लाख ठग्नु यहि हो? अब सबै जेलमा दाल रोटि खान ठिक्क पर्दा हुन्छ","0","Ashesh Thapaliya",
"अब कस्ले पट्याउनु यो कान्तिपुरको कुरा ?","0","Nabin Magar",
"त जस्तो पत्रिका बन्द भाको दिन देखि द्शले तरकी गर्छ","0","Dambar Giri",
"! बिहारीको किर्ते नागरिकताको लागि आन्दोलन !!
नेपालको दानापानि खाएर भारतको गुलामी गर्ने कांग्रेस लाइ चिनौ ! ३ वटा किर्ते नागरिकता लिने बिहारी- भारतीय अपराधी माथिको कारबाही हो !","0","Colorado Talks",
"तेरो साहु लाई किन समातेको थाहा छ कि नाई नेपाली नागरिता दुरुपयोग गरेर हो है!","0","Govinda Mishra",
"eKantipur
कमेन्टहरु हेर्दा त, अधिकांसले कान्तिपुरलाई गाली गरे जस्तो लाग्यो नि!","0","Arjoon Ssony",
"ए कसैले त राम्रो भन्देउ यार्🤣🤣","0","Navin Khanal",
"Aba tah eKantipur sato gaye jasto gaye xa","0","Shreedhar Gahatraj",
"pakh na pakh  jel janai xa 
aaile kina roii karai hl","0","Yubaraj Thapa",
"अपराधीलाई जोगाउन खोज्ने झन महा अपराधी हुन","0","ज्वाला क्षेत्री",
"खोजी खोजी आफ्नो पक्षमा बोल्न पठाउने शक्ति प्रदर्शन गरिराछ खुब","0","Deveet Tamu",
"https://www.facebook.com/groups/169703053578098/permalink/1615461785668877/?mibextid=9idTr45qYp7jtedz","0","शुक्र लामा",
"https://www.facebook.com/share/p/Xa8F6bfdz3RTgt3r/?mibextid=oFDknk","0","Akash Shah",
"https://m.facebook.com/story.php?story_fbid=1000140931528432&id=100002423708771&mibextid=WC7FNe","0","Subodh Niroula",
"https://www.facebook.com/share/m3nWgpLox2yTBXbf/?mibextid=oFDknk","0","Binod Pokhrel",
"https://vt.tiktok.com/ZSYYN1eCo/","0","Tej Kumar Gurung",
,"0","Megha Basnet Pradhan",
"😂","0","Omkar Bist",
"Fake news","0","Amit Kandel",
"#backoffindian","0","Naba Sand",
"The most recent study 📚 in a study 📚 published last month in Proceedings on Climate in Nature suggests a rise to sea 🌊 ice 🧊 and ice 🧊 temperatures","0","Ganga Ghalley",
"कैलाश सिरोहिया अपराधी हो। हदै सम्मको कारवाही हुनुपर्छ।
नागरिकता किर्ते गरि दुरुपयोग गरेको मुद्दामा नेपालको प्रेस स्वतन्त्रता जोडिँदैन।","1","Hom Bahadur Karkee",
"स्वतन्त्र न्यायालयको पक्षमा हौं भन्नेले नै सिरोहिया अदालतको अनुमतिमा पक्राउ परेका हुन् भन्ने तथ्य लुकाएर भ्रम छरिरहेका छन् ।

सञ्चारमाध्यमले पत्रकारिताको दुरुपयोग कुन हदसम्म गर्छन्, आफूलाई फाइदा हुनेमात्र सूचना कसरी प्रवाह गर्छन् र अघोषित ‘सिन्डिकेट’ कसरी खडा गर्छन् भन्ने तथ्य कैलाश पक्राउ प्रकरणमा फेरि छताछुल्ल भएको छ 

किर्ते नागरिकता र प्रेस स्वतन्त्रता बीच गोरु बेचेको साइनो पनि छैन: कान्तिपुरका दासहरु रुनु हास्यास्पद !!
#copied","1","Bishnu Prasad Adhikari Upadhyaya",
"कम्मेन्ट हेर्दा ९९% नेपाली जनता यो कान्तिपुर को विरुद्ध छन","0","Dilli Ram Dahal",
"स्वतन्त्र न्यायालयको पक्षमा हौं भन्नेले नै सिरोहिया अदालतको अनुमतिमा पक्राउ परेका हुन् भन्ने तथ्य लुकाएर भ्रम छरिरहेका छन् ।सञ्चारमाध्यमले पत्रकारिताको दुरुपयोग कुन हदसम्म गर्छन्, आफूलाई फाइदा हुनेमात्र सूचना कसरी प्रवाह गर्छन् र अघोषित ‘सिन्डिकेट’ कसरी खडा गर्छन् भन्ने तथ्य कैलाश पक्राउ प्रकरणमा फेरि छताछुल्ल भएको छ किर्ते नागरिकता र प्रेस स्वतन्त्रता बीच गोरु बेचेको साइनो पनि छैन: कान्तिपुरका दासहरु रुनु हास्यास्पद !!cp","1","Dlight Bake",
"कान्तिपुर मिडियालाइ रोक लगाइयोस सरकार 🙏","1","Shiba Lamsal",
"कैलाश सिरोहिया अपराधी हो। हदै सम्मको कारवाही हुनुपर्छ।
नागरिकता किर्ते गरि दुरुपयोग गरेको मुद्दामा नेपालको प्रेस स्वतन्त्रता जोडिँदैन।","1","Gobinda Kandel",
"स्वतन्त्र न्यायालयको पक्षमा हौं भन्नेले नै सिरोहिया अदालतको अनुमतिमा पक्राउ परेका हुन् भन्ने तथ्य लुकाएर भ्रम छरिरहेका छन् ।

सञ्चारमाध्यमले पत्रकारिताको दुरुपयोग कुन हदसम्म गर्छन्, आफूलाई फाइदा हुनेमात्र सूचना कसरी प्रवाह गर्छन् र अघोषित ‘सिन्डिकेट’ कसरी खडा गर्छन् भन्ने तथ्य कैलाश पक्राउ प्रकरणमा फेरि छताछुल्ल भएको छ 

किर्ते नागरिकता र प्रेस स्वतन्त्रता बीच गोरु बेचेको साइनो पनि छैन: कान्तिपुरका दासहरु रुनु हास्यास्पद !! Copy Paste","1","Tulashi Ram Poudyal",
"नागरिकता र पत्रकारिता एऊटै हैन I","0","Prabin Sapkota",
"नागरिकता र पत्रकारिता एऊटै हैन कान्तिपुर ॥॥ जेल कोच्नु पर्छ है","1","Deepak Shrestha",
"कैलाश सिरोहिया अपराधी हो।यस लाई कम्तिमा पनि १० बर्स जेल हाल्नुपर्छ","0","Mitra Aryal",
"कम्तिमा पनि १० बर्स जेल हाल्नुपर्छ","0","Kabir Thapa",
"स्वतन्त्र न्यायालयको पक्षमा हौं भन्नेले नै सिरोहिया अदालतको अनुमतिमा पक्राउ परेका हुन् भन्ने तथ्य लुकाएर भ्रम छरिरहेका छन् ।

सञ्चारमाध्यमले पत्रकारिताको दुरुपयोग कुन हदसम्म गर्छन्, आफूलाई फाइदा हुनेमात्र सूचना कसरी प्रवाह गर्छन् र अघोषित ‘सिन्डिकेट’ कसरी खडा गर्छन् भन्ने तथ्य कैलाश पक्राउ प्रकरणमा फेरि छताछुल्ल भएको छ 

किर्ते नागरिकता र प्रेस स्वतन्त्रता बीच गोरु बेचेको साइनो पनि छैन: कान्तिपुरका दासहरु रुनु हास्यास्पद !! Copy Paste","0","Bishnu Prasad Adhikari Upadhyaya",
"सिरोहिया हाम्रो देशलाई चाहिँदैन उतै लगेर पाले हुन्छ भन्दिनु यी बाहिरी संस्थाहरुलाई ।","0","Gokarna Bhattarai",
"यो देशको जिउदो छोरो रबि दाई ❤️❤️❤।  रबि र बालेन मिलेर हर्क दाइ पनि साथमा लिएर यो देश बनाम ! 
राजाले समेत नसकेको किर्ते बिहारी सिरोहियालाइ समातेर कानूनी उपचार गर्नु भएकोमा ❤️❤️❤️
रबि दाइ एउटा गृहमन्त्रि हुदा यिनीहरुको सातो गएको छ ! अब बालेंन र हर्क पनि आउदा कति राम्रो हुने थियो !","0","Colorado Talks",
"Rip eKantipur","0","राकेजबश शर्मा",
"! बिहारीको किर्ते नागरिकताको लागि आन्दोलन !!
नेपालको दानापानि खाएर भारतको गुलामी गर्ने कांग्रेस लाइ चिनौ ! ३ वटा किर्ते नागरिकता लिने बिहारी- भारतीय अपराधी माथिको कारबाही हो","0","Colorado Talks",
"! बिहारीको किर्ते नागरिकताको लागि आन्दोलन !!
नेपालको दानापानि खाएर भारतको गुलामी गर्ने कांग्रेस लाइ चिनौ ! ३ वटा किर्ते नागरिकता लिने बिहारी- भारतीय अपराधी माथिको कारबाही हो","0","Colorado Talks",
"Presh mafiya birudha ek jut hau .","1","ओम कार्की",
"Media mafia ko ghor bhratsana..","0","Kishor Shrestha",
"Media stunts","0","Shubham Kumar Gupta",
"Fata kantipur","0","Avijeet Jewellers Banepa",
"Fathaaa","0","Bishnu Dawadi",
"😁😁😁😁😁 hawa news😁😁","0","Bhim Chemjong",
"Ess","0","Suresh Jung",
